Project ID,Class,Requirement
81,Authentication,'The system shall allow users to download files when they want to use them upon answering correctly the randomly generated questions from their profiles. '
81,Authorisation,'The system shall allow authorised users to manage their files that is update and delete data from their accounts. '
81,Immunity,'The system shall generate decoy files to supply to an intruder whenever a suspicious download is detected.'
81,Performance,'The system shall provide short response time on the services offered. '
81,Usability,'The system shall provide ease of use.'
81,Maintainability,'The system shall be clearly documented so as to allow easy maintenance on different environments on which the system will be installed. '
81,Portability,'The system shall allow be compatible with various platforms. '
81,Authorisation,'The system shall allow only authorised users to access information and it shall protect users� data from intruders. '
82,Authentication,'The system shall allow the student to experience single sign on across the university�s web services. '
82,Authorisation,'The system shall be able to allocate resources to the actual student who has requested the service. '
82,Usability,'The system shall be easy to use and adopt as students have to login only once. '
82,Authentication,'The system shall provide a secure student authentication and authorisation by using security SAML tokens containing assertions about a subject for communication between trusted parties. '
83,Confidentiality,'The system shall use symmetric key encryption AES and asymmetric encryption key on the browser/client side to secure confidentiality of information. '
83,Performance,'The system shall send notification texts on recipient�s mobile phone. '
83,Functionality,'The system shall distribute keys for the RSA digital signature. '
84,Functionality,'The system shall use RFID scanner to capture the details of every passenger upon boarding the bus. '
84,Functionality,'The system shall provide a comprehensive web interface to be used to track buses on their routes. '
84,Functionality,'The system shall detect an accident upon impact and will automatically send an alert (SMS) to a designated phone. '
84,Functionality,"'The system shall provide a verification procedure, where the administrators will try to make contact with the specific bus in order to verify whether an accident has indeed taken place and the level of response required. '"
84,Functionality,'The system shall make use of google maps to all administrators to identify and alert nearest emergency services. '
84,Performance,'The performance of the system shall be measured by the overall effectiveness of the system in terms of its reaction time and availability. '
84,Portability,'The system shall be deployed on web platform and will require an internet connection. '
84,Performance,'The system shall take initial Load time depending on the strength of the internet connection which also depends on the media from which the apps run from '
84,Usability,'The system shall provide an easy to use GUI for tracking '
84,Usability,"'The system shall use simple, easy to use devices for verification and alerting '"
84,Functionality,'The system shall be implemented for geo-fencing to ensure that the buses do not divert from their scheduled routes '
84,Functionality,'GPS tracking feature shall enable real-time fleet-management. '
85,Functionality,'The system shall be able to capture all the data about an individual. '
85,Integrity,'The system shall process the data received and generate an md5 hash of the data. '
85,Functionality,'The system shall generate a QR code with the md5 hash. '
85,Functionality,'The system shall differentiate systems that represent different stages of life. '
85,IntrusionD,'The system shall report when a form of identity theft is noticed. '
85,Immunity,'The system shall blacklist any user that has done identity theft. '
85,Performance,'The system shall perform well in an online environment and also can accept data faster than the traditional manual system. '
85,Performance,'The system shall also allow multiple clients to login and book different appointments and allocate different time for each user '
85,Usability,'The system shall be usable and implemented on website and has an interactive interface '
85,usability,'The system shall have visibly defined flow and buttons that show the different functionalities that the user may require. '
85,Maintainability,"'The system shall be maintainable as it can be integrated with other systems easily, can be modified or have its components reused on other platforms.'"
85,Confidentiality,'The system shall ensure confidentiality of vital personal information collected at all the system�s controllers. '
85,confidentiality,'The system shall ensure that personal information is not displayed to the public but is encoded in a QR code '
85,Integrity,'The system shall provide the integrity service through use of md5 hash values to prevent unauthorised modification '
85,Availability,'The system shall that the information collected from the previous stage of life should be readily available in any stage and whenever it is required by the rightful user '
85,Usability,'The system shall provide a user friendly and interactive interface that is easy to navigate '
85,Performance,'The system shall be responsive to user requests and process in real-time. '
85,Usability,'The system shall be interactive and provide help information and guidance to the users. '
86,Confidentiality,'The system shall hash the passwords using HMAC '
86,Authentication,'The system shall generate Using Time-based Passwords via the Google- Authenticator Application. '
86,Authentication,'The system shall authenticate the user with username and password. '
86,Authorisation,'The system shall allow a user to register and log in. '
86,Authentication,'The system shall validate user passwords. '
86,Authentication,'The system shall ensure that the password is verifiable whenever they want to log in '
86,Integrity,'The system shall allow only the legitimate user to modify stored information '
86,Usability,'The system shall provide functionality with ease-of-use '
86,Authentication,'The system shall allow the bank server to verify the credentials of users when logging in for a short period of time. '
86,Authentication,'The system server shall generate the TOTP value that lasts for the specified amount of time. '
86,Authentication,'The system generated TOTP shall be a unique passcode that changes after an interval of 30 seconds. '
86,Authentication,'The system shall enable password changing in a specified time.'
86,Performance,'The system shall enable fast transmission of information between bank server and the dataset server. '
86,Usability,'The system shall have an operational manual to guide users on how to use the system. '
86,Usability,'The system shall provide ease of use even to non-technical users. '
86,Usability,'The system shall enable users to learn to use the system with minimum training required. '
87,Functionality,'The system shall enable a visible watermark to be used together with the email client. '
87,Authorisation,'The system shall be given a platform to select a unique watermark that will be inserted onto a document to protect data by providing ownership to the rightful people. '
87,Authentication,'The system shall allow a user to log into his or her own account providing his or her own email address and password. '
87,Authorisation,'The system shall allow an authenticated user to insert a watermark on a document which will be in PDF format. '
87,Authorisation,'The system shall prevent manipulation of the watermark by an unauthorised user. '
87,Performance,'The system shall allow fast speed in embedding a watermark and sending it to the intended recipient.'
87,Usability,'The system shall have an operation manual to guide the users on how it works. '
87,Usability,'The system shall provide an ease to use interface requiring minimum training. '
87,Authentication,'The system shall   provide authentication service for all users before they can be allowed to embed a watermark through use of an email client. '
87,Portability,'The system shall be able to be operated on various platforms. '
88,Confidentiality,'The system shall encrypt and decrypt files over a wireless connection. '
88,Availability,'The system shall be able to do random check on connection. '
88,Immunity,'The system shall allow automatic locking after connection is lost.'
88,Functionality,'The system shall be able to register wireless connection. '
88,Authentication,' The system shall authenticate all users.'
88,Performance,'The system shall be able to meet all workload with a short reaction time. '
88,Usability,'The system shall provide guidance on how to secure a file. '
88,Authorisation,'The system shall allow files to be accessible only to authorised personnel.'
88,Authentication,'The system shall provide Two Factor Authentication. '
88,Confidentiality,'The system shall encrypt files using AES algorithm.'
89,Immunity,'The system shall be able to filter outgoing traffic if it contains proxy related request. '
89,Immunity,'The system shall  be able to filter incoming traffic if it is from a proxy server. '
89,Immunity,'The system shall   be able to deny websites listed in the database. '
89,IntrusionD,'The system shall notify administrators of a proxy requesting IP address or identity. '
89,Survivability,'The system shall  ensure that the firewall should be able to withstand any load of traffic given to it and be able to filter it efficiently. '
89,Usability,'The system shall be user friendly to administrators. '
89,Authorisation,"'The system shall resist unauthorised, accidental or unintended usage and provide access only to legitimate users. '"
89,Authorisation,'The system shall allow administrator to view IP address. '
89,Functionality,'The system shall  display message for blocked website to user. '
89,Functionality,'The system shall   notify administrator through SMS. '
89,Functionality,'The system shall  show warning to users. '
89,Authorisation,'The system shall  allow administrator to make changes. '
90,Auditing,'The system shall be introduced in each representative�s mobile device to screen the gadget�s applications and record the activities performed by the gadget. '
90,Functionality,"'The system shall analyse the caught activities, check for any approved utilisation and afterwards give a warning to the framework head by transferring the data on the web. '"
90,Authorisation,'The system shall  allow the framework executive to sign on to the site keeping in mind the end goal to see the warning messages. '
90,Portability,'The system shall be reliably used on any device that meets the hardware and software requirements defined. '
90,Portability,'The system shall  be compatible with any Android device. '
90,Availability,'The system�s QoS shall guarantee its availability at  99.9% uptime.'
90,Portability,'The MedX system shall  be developed in Java which is platform independent making it portable. '
90,Confidentiality,'The system shall  guarantee confidentiality through encryption of stored data with AES. '
90,Authentication,'The system shall  use QR codes to facilitate access granting. '
91,Functionality,'The system shall  permit user credentials registration. '
91,Functionality,'The system shall  enable activation of credit or debit cards.'
91,Functionality,'The system shall  enable buying patterns to be analysed.'
91,IntrusionD,'The system shall  allow for anomalies to be curbed after detection.'
91,Authentication,'The system shall perform user re-verification using AVS and distinct security questions. '
91,Performance,"'The system shall  allow the time to react to tolerating the exchange to happen or dismissing it, hindering the card and cautioning the head to be brief so as to advance an easy to understand framework. '"
91,Performance,"'The framework shall  exhibit a high rate of work handling and that of administrations� client from login, during the exchange and client re-verification. '"
91,Availability,"'The framework shall  be accessible, wherever and whenever a client needs to make a purchase. '"
91,Performance,'The framework shall allow for a short information transmission. '
91,Usability,'The system shall  allow for provision of good quality online services making it easy to use since an interactive GUI will be delivered. '
91,Confidentiality,'The system shall  provide mechanisms for the security of online transactions. '
92,Authorisation,'The system shall  restrict illegal sharing of video content protected by copyright providing a secure algorithm for downloading and playback. '
92,Confidentiality,'The system server shall  be able to encrypt video content before it is downloaded. '
92,Authorisation,'The system shall ensure that the user can only download if registered with the server. '
92,Functionality,'The system server shall be able to generate unique transaction IDs after every purchase or free download.  '
92,Functionality,"'The system shall   ensure that the transaction ID, UUID and storage serial should be used for encryption by the server and decryption by the client. '"
92,Functionality,'The system shall   ensure that the client generates the symmetric key used for encryption by the server. '
92,Confidentiality,'The system shall enable the client to decrypt video content to a virtual file and parse the location to media players.'
92,Functionality,'The system shall   enable the virtual file to be deleted once the client application is closed. Functionality'
92,Performance,'The system encryption and decryption algorithms shall be fast enough to decrypt the video and provide it for playback in the shortest time after a click . '
92,Portability,'The system shall be easily integrated with the available video players. '
92,Portability,'The proposed algorithm shall  be able to be implemented by numerous legally operating online video. '
92,Authorisation,'The system shall  give each user who purchases a copy of a video a lifetime access right to authentic copy the video. '
92,Authorisation,'The system shall deny access to unauthorised users to redistribute the copy they legally purchase. '
92,Integrity,'The system shall  distribute authentic copies of each supplied video. '
93,Confidentiality,'The system shall  encrypt and decrypt files using a wireless connection. '
93,Performance,'The system shall  be able to make random check on the connection. '
93,Immunity,'The system shall  lock automatically after the connection is lost. '
93,Functionality,'The system shall  be able to register wireless connection. '
93,Usability,'The system shall be user friendly. '
93,Authentication,'The system shall offer user authentication before any user is granted access to the services. '
93,Confidentiality,'The system shall offer confidentiality through encryption with AES. '
93,Performance,'The system shall meet all workload with a fast response time while maintaining security. '
93,Performance,'The system shall ensure the wireless connection enables fast response time which is the time it takes for the mobile phone and laptop to connect to access files. '
93,Performance,'The system shall not affect the operation of any applications on the laptop or mobile phone. '
93,Maintainability,'The system shall be flexible and adapts to changes. '
93,Availability,'The system shall be available to secure the files from unauthorised users. '
93,Usability,'The system shall provide guidance as to how to operate and manoeuvre through it and produce wanted results. '
93,Authentication,'The system shall  provide Two Factor Authentication. '
94,Functionality,'The system shall  provide an invisible digital watermark based on Discrete Wavelet Transformation. '
94,Survivability,"'The system shall  encompass factors of complex computations, robustness and security. '"
94,Functionality,"'The system shall  ensure the digital watermark agency is able to dispatch agents, collect and report the processed information from the visited hosts within the network. '"
94,Functionality,'The system shall be able to guide the agent�s movement by allowing the digital watermark agency to take note of the reports and to create a mutual knowledgebase . '
94,Functionality,'The system�s digital watermark agency shall control the remote network as an administrator and that is where the agents are stored. '
94,Functionality,"'The system shall allow that once the agents are being released, they should be able to search the watermarked images from the hosts connected within the network. '"
94,Functionality,'The system shall require the agents to report the detected images to the agency�s database. '
94,Survivability,'The system shall ensure that the watermark as an essential part of the data remains even after signal processing and data manipulation including any malicious activity '
94,Performance,"'The system shall offer a high performance in the time taken by agents on searching the watermarked image, collecting and processing reports to the agency. '"
94,Authentication,'The system shall provide authentication by ensuring that the agents compare the watermark keys on the detected images with the keys already stored in the agency�s database. '
94,Confidentiality,'The system shall secure the network by SSL to encrypt sensitive data before it travels within a network and decrypt it when it arrives at an agent server. '
94,Authorisation,'The system shall ensure that the communication of the agents and the agency or server is such that only the registered agents can report to the agency. '
94,Portability,'The digital watermarking system shall be compatible will all operating systems. '
95,IntrusionD,'The system shall be able to sniff the traffic to and from the network in real-time. '
95,IntrusionD,"'The system shall analyse the network traffic and detects intrusion, attacks and threats to the network. '"
95,IntrusionD,'The system shall be able to warn the network administrator about the possible occurrence of an intrusion attack and provide information regarding that attack.'
95,Immunity,'The system shall block traffic to and from the network that is identified to be potentially malicious. '
95,Functionality,'The system shall provide reports monthly regarding the anomalies detected. '
95,Functionality,'The system shall provide visualisation in the form of graphs. '
95,Performance,'The system shall be able to monitor the network in real-time. '
95,Portability,'The system shall be able to be easily transfer from one hardware or software platform to another. '
95,Survivability,'The system shall guarantee reliability and resilient to failure '
95,Availability,'The system shall be developed to be available all the time. '
95,Performance,'The system shall be efficient as it will be able to do near real-time anomaly detection instead of batch processing giving results almost instantly. '
95,IntrusionD,'The system shall be able to detect novel attacks which current systems do not yet detect. '
95,Maintainability,'The system shall not require constant updating of its signature as it will be learning on its own and updating its signatures on its own. '
95,Authorisation,'The system shall allow access to authorised users only. '
95,Auditing,'The system shall show a panel for logs of the anomalies detected.'
95,Functionality,'The system�s main screen shall include HELP and Static Analysis Tabs. '
95,Portability,'TheIntrusionD system shall be compatible with every platform that can run a JAVA Virtual Machine. '
96,Authentication,'The system shall allow a member to spontaneously form a group of n signers using group public keys which associate the group members. '
96,Authorisation,'The system shall allow a user to sign a document on behalf of the group using their secret key. '
96,Functionality,'The system shall allow the message digest (message + signature) to be transmitted to the recipient via email. '
96,Authentication,'The system shall allow the recipient to verify the signature using the group public key so that they will be convinced that it actually came from the organisation without the knowledge of the actual signer. '
96,Portability,'The SAG system shall perform well in web environments. '
96,Portability,'The system shall be able to adapt to all types of applications. '
96,Usability,'The system shall be easy to use and also user-friendly. '
96,Maintainability,'The system shall be able to predict potential operational performance bottlenecks and future scalability problems.'
96,Performance,'The system shall have good performance and resource behaviour. '
96,Maintenability,"'The system shall be easy to maintain as it shall be built following best practices in documentation, complexity avoidance and good programming strategies. '"
96,Portability,'The system shall be easy to transfer from one environment to another including install ability.'
97,Authorisation,'The system shall ensure that only authorised users are granted access. '
97,Functionality,"'The system shall enable stakeholders to come up with sound, accurate and concrete decisions. '"
97,Performance,'The system shall allow multiple users to access it at the same time. '
97,Performance,'The system shall enable real-time responds to agents and users. '
97,Functionality,'The system shall generate performance reports. '
97,Usability,'The system shall be user-friendly and easy to navigate. '
97,Survivability,'The system shall allow room for error recovery '
97,Immunity,'The system shall be able to identify wrong input. '
97,Performance,'The system shall have a quick response time to prevent unnecessary delays.'
98,Authentication,'The system shall have log in and log out capabilities which can be seen as the first line of security which most systems should possess for authentication and accountability purposes. '
98,Functionality,'The system shall provide imaging ability so as to make a copy of the information contained on the mobile device which will be used during the forensics process as the test data source.'
98,Functionality,'The system shall have an extraction module that will be able to take out information from the image that has been created. '
98,Functionality,'The system shall have an analysis module that will use metadata contained within the extracted information to detect locational data so as to create a movement map from this information. '
98,Performance,'The system shall require a larger memory size to increase the processing capability during imaging and extraction stages. '
98,Survivability,'The system shall provide reliability and fault tolerance through extensive stress testing '
98,Immunity,'The system shall offer input validation.'
98,Functionality,'The system shall ensure that the hashing and extraction modules are easy to use and have a user manual incorporated in the system. '
98,Functionality,'The system shall ensure that the embedding module and scanning tool offer relatively good performance and resource behaviour due to the implemented design.'
98,Maintainability,'The system shall employ good coding principles like loose coupling of modules for easy maintainance. '
98,Portability,'The system shall be transferable to another platform with ease. '
98,Functionality,'The system�s hashing module shall use SHA-2 algorithm . '
99,Functionality,"'The system shall have inputs of WAVE audio file, message text, public key and private key. Functionality'"
99,Functionality,'The system shall process all inputs to produce a WAVE audio file  Functionality'
99,Confidentiality,'The system shall produce encrypted payload and the message signature. '
99,Performance,'The system shall be expected to be responsive enough to show no perceived lag during file loading and information entry. '
99,Performance,'The system shall not experience slowdowns during input/output and computationally intensive tasks such as encryption and embedding or extraction. '
99,Usability,'The system shall have a clutter-free interface with well labelled buttons and selection components. '
99,Confidentiality,'The system shall ensure that each private key has to be encrypted with a password to keep it secure. '
99,Availability,'The system shall ensure that the public key is left open and accessible to the public domain. '
100,IntrusionD,'The system shall be able to detect fraudulent transactions in rea-time. '
100,Functionality,'The system shall be able to store transaction information . '
100,Functionality,'The system shall be able to send email and sms alerts of fraudulent transactions. '
100,Usability,'The system shall be simple and user-friendly. '
100,Survivability,'The system shall allow for error recovery. '
100,Usability,'The system shall have a self-explanatory user interface.'
100,Performance,'The system shall be fast with only an acceptable lag when multiple tasks are being processed. '
100,Confidentiality,"'The system shall ensure that sensitive information of transaction details should be hashed in the database, in case of a data breach.'"
100,Authentication,'The system shall enforce that all users login before they can access the system. '
100,Survivability,'The system shall offer error handling capabilities. '
100,Integrity,'The system shall enable authorised reversal of actions. '
101,Auditing,'The system shall maintain information on log in and log out for accountability. '
101,Performance,"'The system shall offer compression ability so as to save data usage, time and storage space and also decompression option for the file to be presentable or readable to the end user.'"
101,Confidentiality,'The system shall enable encryption and decryption capabilities to protect files. '
101,Immunity,'The system shall allow file type filtering to avoid the overloading of the normal flow information with unnecessary files. '
101,Functionality,'The system shall process files to be moved over to the other end of a communication channel that is from one machine to the other. '
101,Portability,'The system shall be lightweight '
101,Maintanability,'The system shall be simple and easy to maintain. '
101,Portability,' The system executable shall be deployable on any platform. '
102,Functionality,'The system shall be installed in every employee�s mobile phone device to monitor the device apps and record the activities on the device. '
102,Functionality,'The system shall analyse the captured activities and then give a notification to the system administrator by uploading the information on the web. '
102,Authorisation,'The system shall enable the systems administrator to log on to the website in order to view the notification messages. '
102,Portability,'The system shall be reliable and compatible with any hardware and software compatible with Android devices. '
103,Immunity,'The system shall filter harmful websites against URLs of known harmful websites. '
103,Auditing,"'The system shall collect and analyse data that the child is typing and if it captures certain keywords or a continuous sequence of expletive, it should send an alert through text to the parent. '"
103,Performance,'The system shall prevent installation or removal of any applications. '
103,Auditing,'The system shall generate and send periodic logs to the parent�s smartphone. '
103,Immunity,'The system shall prevent any media from being sent or received using Bluetooth. '
103,Auditing,'The system shall be able to generate periodic logs as well as collect and analyse data alerting parents whenever certain keywords are typed. '
103,Availability,'The system shall be up and running all the time as long as the smartphone is in use to monitor the child�s activities. '
103,Performance,'The system shall run in the background and should not affect overall functioning of the smartphone. '
103,Portability,'The system shall be ease to transfer from one platform to another. '
103,Maintenability,'The system shall be able to adapt as new URLs and websites are added to those filtered as they emerge. '
103,Usability,' The system shall provide guidance to the parent on how to use it.'
104,Authentication,'The system shall allow a user who has a Twitter account to create an application to access tokens. '
104,Functionality,'The system shall be able to connect to Twitter Streaming API. '
104,Functionality,'The system shall be able to extract raw data from Twitter in real-time. '
104,Functionality,'The system shall be able to pre-process the unstructured data into meaningful information and match with the existing keywords in the database. '
104,Functionality,'The system shall apply a classification algorithm to classify processed tweets matching with the labelled tweets in the tweets corpus. '
104,Functionality,'The system shall be used by the government officials to bring relevant information to the user unlike the normal web search. '
104,Portability,'The system shall be reliably used on any devices that meet hardware and software requirements stated. '
104,Maintainability,'The system shall be scalable and able to handle growth in data flow leveraging the Twitter API capabilities. '
104,Portability,'The system shall be compatible with all operating systems without demanding too many resources. '
104,Immunity,' The system shall ensure the database containing keywords shall be protected against SQL Injection '
105,IntrusionD,'The system shall be capable of Malware detection and classify of both known and unknown Malware into their respective families. '
105,IntrusionD,'The system shall be able to detect and combat both existing and new Malware. '
105,Functionality,'The system shall have a data collection process allowing for benign and malicious data to be collected and submitted into the system for Malware detection.  '
105,Auditing,'The system shall have an analyser which will execute the Malware files to inspect the type '
105,Functionality,'The system�s Malware analyser shall send all the files and their logs to the main server at the end of the analysis process '
105,Functionality,'The system�s classification process shall classify identified Malware into its respective families. '
105,Functionality,'The system�s classification process shall generate a report of what the effects of the malware activity during execution. '
105,Performance,'The system�s classification process shall be developed with dependability in mind so as to produce accurate results through reduced margin of false negatives and false positives. '
105,Maintainability,'The system shall be maintainable as it is built with three modules with commands that avoid violating coding principles '
105,Functionality,'The system services shall be accessible offline since it will be a desktop application. '
